asl_gloss,count
LOCAL,1
AWKWARD,1
CONFLICT/INTERSECTION,1
fs-SWASHBUCKLING,1
ICLsword fight,1
MELT/SOLVE,1
DCL:Cventriloquist doll,1
ICL:Ctalking doll,1
SCL:Cdoll personality,1
SCL:Cmy personality,1
fs-PITCH,1
MICROPHONE,1
5concession,1
WAVE-HELLO,1
ns-fs-PARPF,1
STUDY_2,1
LIST-ORDER-IX,1
fs-LOUD,1
THEREFORE,1
ENCOURAGE,1
MOTIVATE,1
LONG-LIST_2,1
GHOST,1
DIE,1
fs-ZOMBIE,1
fs-PRESENCE,1
fs-IRRITATING,1
fs-V,1
WHIRL-TIME-PAST,1
PCL:5many studies,1
GRAD,1
fs-RESONANCE,1
DCL:crvd-5nasal,1
NOSE,1
ns-fs-SUBTELNY,1
SEVENTY-FIVE,1
PCL:4students go to NTID,1
ns-NTID,1
EVALUATE,1
LOOK-1p,1
part:idef,1
MACHINE,1
GAMUT,1
(nd-3)FIRST-SECOND-THIRD-IN-LIST,1
SPEECH,1
DCL:crvd-Vsitting down,1
fs-DOING,1
IX-2p-pl-arc,1
fs-HUM,1
alt.DCL:Mhumming,1
SCL:Cgroup,1
5sheepish,1
SENTENCE,1
fs-STRATEGY,1
fs-AIR,1
OPPRESS,1
fs-VOCALIZATION,1
SCHEDULE,1
5out of her control,1
CLASS,1
ELEMENTARY,1
CENTER,1
ICL:baby-Owriting on the test,1
fs-REPORT,1
fs-CARD,1
LCL:1reading,1
fs-TENSE,1
PITCH,1
BUSINESS_2,1
INFORM-1p,1
fs-SIGH,1
fs-SOLICIT,1
alt.PULL,1
FEW,1
1p-MEET:i,1
SCL:B-Ltest paper,1
DCLget test,1
DCLtalking about the test,1
DCL:flat-Oholding the test,1
DCL:flat-Omoving the test closer,1
5what the heck,1
POINT-TO,1
IX-2p:j,1
COME-ON,1
SCL:1teacher walking over,1
SCL:bent-Vsit down,1
SCL:flat-Btest paper,1
BREATHE,1
DCL:Ctrying to breathe,1
ns-fs-SHARPOVA,1
ns-fs-NADAL,1
ns-fs-SELES,1
ns-fs-CONTRO,1
LOWERCASE/TINY,1
BPCL:bent-Bacceptable voice range,1
PCL:crvd-5people staring,1
ns-fs-HOWARD,1
DEMOCRAT,1
2004,1
fs-MUFFLE,1
fs-FEDERATION,1
fs-CODE,1
fs-CONDUCT,1
fs-IMPLICATION,1
EXCUSE,1
BPCL:V/2person giving a dirty look,1
fs-LOCKERS,1
LCL:1walk around the hallway,1
LCL:Bnext hallway over,1
LCL:1over there,1
alt.DCL:fanned-Othroat grumble,1
BPCL:1overall voice measurement,1
fs-PRO,1
fs-LOCAL,1
ABANDON,1
MEMBER,1
CURIOUS,1
DIALOG,1
DCL:crvd-5grunting voices,1
GRUNT,1
ns-fs-BERNARD,1
ns-fs-BRAGG,1
fs-GRUNTAL,1
PIG,1
DCL:crvd-5two people fighting,1
fs-UN,1
PREVENT,1
DCL:fanned-Othroat grunts,1
COP,1
ARGUE,1
"5so, ok",1
SURPASS,1
ICL:Sheavy lifting,1
GYM,1
(5)of course,1
fs-NEWS,1
PCL:crvd-5people shocked/stare,1
fs-A,1
GOAL,1
DOWNHILL,1
ADMIT,1
DCL:fanned-flat-Obecoming upset,1
PCL:5students sit in an arc,1
IX-3p:n,1
ns-fs-IOWANS,1
fs-ABUSE,1
C,1
IX-loc:m,1
DCL:crvd-Babove or below voice range,1
1tracing sentence,1
DCL:bent-B-Labove and below the voice range,1
fs-BEING,1
DCL:crvd-5list of alphabet,1
DCL:sml-C/3morpheme word,1
ns-fs-MINN,1
DEAF_2,1
fs-ABC,1
LIST-ORDER_3,1
CHALLENGE-arc,1
fs-MANILA,1
DCL:1envelope,1
SCL:B-Lenvelope,1
DCL:B-Llick envelope,1
STICKY,1
DCL:open-8sticky part of envelope,1
DCL:Atear open envelope,1
DCL:Atear open envelope slowly,1
CAUSE,1
PROPORTION,1
PAPER:i,1
PAPER:j,1
DCL:crvd-5noises in the air,1
fs-ROWDY,1
DCL:Atear open fast,1
ns-fs-ANGELA,1
ns-fs-PETRONESTRATIY,1
LIST-ORDER_2,1
fs-OBJECTS,1
IX-3p-pl-line,1
VARY_2,1
5discreet,1
DCL:cocked-Sclanging things,1
FORK,1
SURFACE,1
SCL:P/Kfork on table,1
DCL:Sclanging things,1
TEASE_2,1
fs-P,1
DCL:F/9holes on paper,1
fs-STYROFOAM,1
fs-CUP,1
CUP,1
DCL:5too loud,1
DCL:baby-Owrite on chalkboard,1
DCL:Chold styrofoam cup,1
OFF-POINT,1
DCL:Aopen and close drawer,1
5making noises,1
(5)SOCIAL/INTERACT_2,1
alt.WRONG,1
TRADE,1
DCL:flat-Orip paper quickly,1
DOWN,1
fs-TABOO,1
IX-3p:i/j,1
EMBARRASS,1
LINE,1
fs-EMIT,1
SCL:V/2look up and down,1
SCL:V/2look down,1
5uncertain,1
YES_2,1
AUDIENCE,1
NO-GOOD,1
SCL:3people staring,1
DCL:Sstrong horse,1
SCL:Shorse galloping,1
1p-LOOK:j,1
FIFTEEN,1
LUCKY,1
DCL:crvd-sprd-Bmaking bubbles,1
DCL:5bubbles covering toilet bowl,1
5cheering,1
FLUSH,1
DCL:crvd-Vsit on toilet,1
GO_2,1
IGNITION-ON,1
DCL:5water running,1
5ehh,1
DCL:5water running in toilet bowl,1
DCL:5water running down side of toilet bowl,1
fs-DROWN,1
DCL:bent-B-Lemit waste,1
DCL:5gently emit waste,1
5gathering,1
FART,1
fs-C,1
fs-COLLEAGUE,1
fs-HORRIFIED,1
TRADE-arc,1
fs-TIPS,1
fs-URINE,1
5sigh,1
SHOW-1p,1
DCL:bent-Bcurve of toilet bowl,1
DCL:Cgrab popcorn bucket,1
DCL:1eating popcorn,1
fs-KERNEL,1
DCL:5-Cshuffle around kernals in popcorn bucket,1
DCL:crvd-5reach into bucket of popcorn/eat popcorn,1
fs-IS,1
SCL:5football players wrestling,1
DCL:5crowd of fans,1
EXPERIMENT,1
DCL:Bdifferent sided path,1
PONDER,1
fs-L,1
TWENTY-FIVE,1
EARLY,1
MIDDLE,1
SCL:V/2look me up and down,1
PCLpeople sit and stare,1
BOOK_2,1
BCL:lick hand,1
fs-PAGES,1
ICL:B-Lflip pages,1
DCL:1point and pee,1
SWALLOW,1
POSS:i,1
HABIT_2,1
BCL:crvd-5frozen body reaction,1
SHOW-2p,1
fs-STADIUM,1
FANS,1
ICL:F/9hold page of a book,1
CLOSE-BOOK,1
PLACE:k,1
alt.POSS-3p:k/j/i,1
ns-fs-ENNIS,1
GREAT,1
ICL:F/9quickly flip pages,1
ICL:F/9slowly flip pages,1
DCL:5emit waste quietly,1
SCL:1came back,1
fs-HANGUPS,1
SAME_2,1
MAJOR:i,1
DCL:B-Labove the range,1
RANGE-arc,1
THOSE-TWO,1
fs-BARBARIC,1
DCL:B-Lovergoing with the range,1
MEANING-LIST,1
SPECIALTY,1
(W)WAY,1
HABIT_3,1
LCL:Bpathway:i,1
LCL:Bpathway:j,1
MOVE:i,1
Lso,1
BEFORE_3,1
WORRY,1
PROJECT,1
WEEKEND,1
i:MOVE:j,1
ONE-HOUR,1
NORTH,1
ns-NYC,1
SEVEN_2,1
THIRD,1
HAD-IT,1
(R)RETIRE,1
(rd)JUNIOR_3,1
SENIOR,1
TECHNOLOGY,1
WORTH,1
ns-RSD,1
ns-VT,1
fs-SPORTS,1
LESS-THAN,1
SEE-SEE,1
AGE-THIRTEEN,1
PAINT,1
fs-CAVIAR,1
VISIT_2,1
(R)BEST-FRIEND,1
alt.SEARCH-FOR,1
SCL:Xman walking,1
ICL:flat-Oholding money,1
ICL:flat-Opocketing money,1
5awestruck,1
ns-fs-ANN,1
BIRD,1
ICL:X-over-thumbeating out of a bowl,1
COURSE,1
DCL:B-Lstack of books,1
fs-OFFICE,1
REPAIR_2,1
ns-SEATTLE,1
PCL:5people moving around,1
ns-fs-DEMI-MOORE,1
ns-fs-BRUCE-WILLIS,1
TOUGH,1
CHAPTER,1
PRICE,1
THOUSAND,1
PAINT_2,1
ESCAPE,1
SCL:1mouse scurries,1
SCL:crvd-Vcat chases mouse,1
SCL:crvd-Vcat jumps up onto the table,1
ns-fs-JASON,1
PICTURE,1
LCL:1dress over there,1
3contemplation,1
BROCCOLI,1
VISIT-1p,1
fs-UPSET,1
SANDWICH_4,1
ICL:tight-Ceating sandwich,1
5wait,1
"5hey, no",1
2p-HELP-1p,1
CRASH_2,1
fs-PANIC,1
TIRE,1
ns-fs-AAA,1
MELON/PUMPKIN,1
ns-fs-TJ,1
JUICE,1
ns-nat-CHINA,1
PRINCE,1
ns-fs-CHARLES,1
PHYSICS,1
PURPLE,1
(5)DEPRESS,1
fs-MAC,1
FORGET,1
5around here,1
ICL:Swashing car,1
ICL:Swash car,1
SMILE,1
GOLF,1
BCLreading book,1
fs-OJ,1
GRANDMOTHER,1
ICL:X-over-thumbeating,1
ALL-GONE,1
SCL:crvd-Bbowl,1
DCL:25missing page,1
PADDLE/CANOE,1
5oh man,1
BEAR,1
DCL:crvd-Bsize of bear,1
ns-fs-GLOBE,1
Lwell,1
DCL:I-L-Yflying back and forth,1
5what's going on?,1
BOOK-pl,1
MEAT,1
1p-MEET:i/j/k/l,1
GOLD/ns-CALIFORNIA,1
DCL:G/Qcircular bracelet,1
(1)REPORT,1
THURSDAY,1
LCL:B-Lsky up there,1
SHINE_2,1
GRAB,1
PLEASE/ENJOY,1
SCL:sml-C/3recieve DVD,1
DCL:sml-C/3DVD,1
SCRAPE,1
PARK,1
RELATIONSHIP,1
LCL:5-Cthree computers next to each other,1
MORMON,1
i:CALL-BY-PHONE:j,1
DCL:G/Qeat sushi,1
FINGERS-CROSSED,1
(sml-C/3)VOMIT,1
BUSTED,1
PUNCH,1
(L-X)SMALL,1
fs-CITY,1
GIVE-distributive,1
DCL:S-5throw out of plane,1
FALL-IN-LOVE,1
CRISIS,1
COUSIN,1
DCL:crvd-Lbagel,1
ICL:Ausing key,1
(3)WALK,1
DESTROY,1
IX-1p-2p,1
ns-JAMAICA,1
MANIPULATE,1
SPELL,1
MISTAKE,1
SUBTRACT,1
SUN_2,1
BALD_2,1
5oh no!,1
DCL:S-5fire starting,1
DISH,1
OCEAN,1
alt.MAD,1
LCL:B-Lwave front,1
DCL:crvd-5waves crashing,1
SWIM-continuative,1
fs-GUEST,1
TAKE-OUT,1
GATHER,1
DCL:Clogs,1
WOOD,1
IX-1p-pl-circle,1
MOST-SKILLED,1
SILLY,1
STRING,1
(nd-1)LOOK-AROUND,1
EVERY-MORNING,1
BCL:bent-Bsound asleep,1
(L-X)POSS-1p,1
DCL:4many people staring,1
SCRIMMAGE,1
(baby-O)BY-A-HAIR,1
BEAT,1
TWENTY-EIGHT,1
OVER-IT,1
DCL:crvd-Vswitch seats,1
BCL:bent-B-Ldo nothing,1
(crvd-L)POSS-1p,1
fs-GOOGLE,1
fs-CHROME,1
DCL:X-over-thumbtip hat,1
i:CALL-ON-RELAY/VRS-1p,1
fs-BAD,1
SICK-continuative,1
FLIP-FLOP,1
AGE-TWENTY-ONE_2,1
TROUNCE,1
(fanned-flat-O)POSS-1p,1
i:BAWL-OUT-distributive-3p-pl-arc,1
REMOTE,1
VIDEO-PHONE,1
TEXTING,1
DCL:crvd-Bbucket,1
DCL:B-Lfill bucket,1
ICL:crvd-Bmove bucket,1
DCL:S-5throw fish in bucket,1
DCL:5-Ceyes falling out,1
fs-COMEDY,1
5why not,1
THUMBS-UP/GOOD,1
(5)CRAZY,1
FUN,1
GIVE:i,1
DCL:Cclouds moving in,1
DCL:U/Hgroup laying down to tan,1
SHUT,1
TRACE-PATH,1
DCL:5long hair,1
DCL:5roughhouse,1
i:GIVE-2p,1
DISCUSS-INTENSELY,1
STAMP,1
DCL:U/Hhorse galloping,1
TWO_2,1
SUGGEST-1p,1
fs-HP,1
SEVENTH,1
GIVE:j,1
SCL:Cclouds rolling in,1
FILL-OUT,1
IFwg,1
INSPIRE,1
fs-DOOR,1
Ix-loc:i,1
DCL:5backed up traffic,1
BPCL:Sfist pump,1
alt.SKI,1
IX-LOC:i,1
DCL:Olittle beads,1
DCL:Obeads all over,1
BERRY,1
DCL:X-over-thumbeat with two forks,1
SCL:V/2people tanning,1
SUN,1
ICL:tight-Csqueeze lotion,1
DCL:B-Lrub lotion,1
DCL:bent-Bapplying lotion,1
SCL:V/2horses running,1
GIVE,1
SCL:Cgroup go together,1
DCL:crvd-5give package,1
SCL:V/2running,1
PASS-OUT_3,1
BASEBALL,1
DCL:4many people look at them,1
CHAT:i,1
CHAT:k,1
DCL:crvd-5clouds coming,1
GO-BY-BOAT,1
SCL:V/2person flips off,1
PACK,1
LIGHT-MATCH,1
FIRE,1
SCL:1match,1
BLANK-OUT,1
ICL:B-Lapplying suncreen,1
fs-SUNSCREEN,1
SCL:crvd-Wshoreline,1
SCL:3person walking at water’s edge,1
SCL:5waves,1
SCL:bent-B-Lwater's edge,1
fs-MOOD,1
RAKE,1
fs-LOGS,1
FEED,1
5etcetera,1
BAKE/OVEN,1
HELP-1p,1
PET/SPOILED,1
fs-COLLARS,1
AFTERNOON_3,1
MAD,1
WEEKEND_2,1
fs-WAVES,1
fs-SCOUT,1
5uh,1
(nd-1)NEXT-TO,1
SCL:1friend,1
ICL:Xuse spray cans,1
TORTURE_2,1
SWITCH,1
CLICK,1
fs-SITES,1
fs-EXTRA,1
EYES,1
BCL:crvd-5eyes pop out,1
ns-ASIA,1
SCL:V/2look around and around,1
1p-INFORM:j,1
AGE-TWENTY-ONE,1
SCL:Xcatch fish,1
fs-BUCKET,1
ICL:B-Lbring over bucket,1
SCL:1throw fish in bucket,1
SCL:crvd-Ulaying on side,1
5pay attention,1
1p-SEND/MAIL:j,1
5listen up,1
DCL:4many people look at me,1
ASK-1p,1
3um,1
TWENTY-EIGHT:i,1
ROLL-ON-FLOOR-LAUGHING,1
TIME-TWO,1
5oh,1
ns-CAROL,1
ns-fs-CAROL,1
BURST,1
FLIP-FLOP_2,1
ALL-YEARS-HS,1
WAKE-UP,1
WHIP,1
SATISFIED,1
DCL:L-Xdisc,1
CD,1
SCL:1describing a narrow road,1
2p-MEET:i,1
BCL:Cshowing off pectorals,1
ns-fs-POTTER,1
ns-CALIFORNIA_2,1
DCLflat tract ofland,1
DCL:V/2horse running,1
DCL:1Bob approaching her,1
DCL:1two people approaching each other,1
FIX,1
(nd-5)HIT,1
(1)SEND:j,1
fs-PIE,1
ns-fs-BOB:j,1
j:SCL:1Bob meets his girlfriend:i,1
SCLDonna,1
SCLJessica,1
DCLflat tract of land,1
DCL:U-Lcow running,1
(1)SEND/MAIL,1
j:MEET:i,1
OPEN-BOOK,1
DCLswirling,1
SCL:1Boston,1
SWIRLING,1
DCLdescribing the land,1
DCL:1bride and groom meet,1
ALL-NIGHT_3,1
SCL:V/2person rolling around,1
(L)LOTION,1
BPCL:B-Lrub on lotion,1
DCL:4people tanning,1
fs-PALE,1
REQUEST,1
DCL:4people gathering in a circle,1
fs-ACTION,1
SCL:V/2person sliding off tube,1
CARE:i,1
1p-GIVE-indef,1
SCL:V/2horse galloping,1
(nd-1)BEFORE,1
(5)THROW,1
fs-GLITTER,1
DCL:B-Llong hair,1
fs-SUPREME,1
LOCK,1
(nd-1)GATE,1
FOURTH,1
JULY,1
SCL:1one person approaching another,1
SCL:1girlfriend,1
GOBBLE-UP,1
alt.CHEER,1
SCLperson passed out,1
SCL:bent-Bflat land,1
TRAFFIC_2,1
CRY,1
DCL:Xskiing back and forth,1
MEET-3p-pl-arc,1
1p-MEET-3p-pl-arc,1
SUFFER,1
fs-RISK,1
1p-ASK:i,1
AUTUMN,1
TEST_2,1
ORGANIZATION,1
PICK/CHOOSE-1p,1
HONOR,1
APPLY-1p,1
fs-TASKS,1
GET-IN,1
alt.FLY-BY-PLANE,1
PCL:5long line of cars,1
ALCOHOL,1
OFFICE,1
D,1
i:BLAME-1p,1
1p-LOOK:i,1
EMPTY-FROM-NOW-ON,1
fs-DRAMA,1
MATH,1
PROBLEM_2,1
alt.LONG-AGO,1
LONG-PAST,1
ns-nat-GERMANY,1
DAY,1
ONE-MORE,1
ONE-WEEK_2,1
BREAKFAST,1
ns-TEXAS,1
LOSE-COMPETITION,1
SUNDAY_2,1
(H)THURSDAY,1
ns-fs-JOHN-STEWART,1
CAFETERIA,1
ns-fs-GEORGE-BUSH,1
5unsure,1
NEXT/UPCOMING,1
CHRISTMAS,1
SNOB,1
CHEAP,1
5that's it,1
ns-fs-MAYOR-BLOOMBERG,1
MORE-THAN,1
THATS-ALL,1
(W)WEATHER,1
COMPUTER_2,1
EXTENSIVE-KNOWLEDGE,1
(P)UPSET,1
5hey no,1
ns-AMERICAN-AIRLINES,1
STRAIGHT,1
ns-fs-MIAMI,1
I don't know,1
j:CALL-BY-PHONE-1p,1
SEE:j,1
CALL-BY-PHONE:k,1
5of course,1
fs-HEIGHT,1
NOT-CARE,1
LCL:3parked car,1
HIT_2,1
L-XI don't know,1
LI don't know,1
5-C-Lthat's the way it is,1
RESPONSIBILITY,1
i:SEND/MAIL-1p,1
3come on,1
SCRATCH,1
aw man,1
DCLholding DVD,1
i:CHASE:j,1
fs-GIFT,1
ASSAULT,1
i:SUE:j,1
5-C-Lout of my control,1
KICK-OUT,1
fs-GOLD,1
RUIN,1
RUN-OUT,1
MALE-COUSIN,1
SCL:U-Lperson walking,1
BLAME,1
ns-fs-JANET,1
ns-fs-JANE,1
SCL:3bike crashing,1
SCL:3fall off bike,1
fs-GAZPACHO,1
5why is it so,1
AC,1
COOL,1
fs-PEOPLE,1
SMIRK,1
ns-ITALY,1
UGLY,1
DAUGHTER,1
PANTS_2,1
SCL:crvd-Vtwo people on tandem bicycle,1
ALL-NIGHT-TO-MORNING,1
ns-fs-DAN,1
LCL:bent-B-xdswallow fish,1
NEPHEW,1
DCLblinking lights on shoes,1
BUS,1
LCL:crvd-V/2person sit next to me,1
BUSY/BUSINESS,1
CLASS-pl,1
ns-fs-LAND-O-LAKES,1
ADULT-TALL-pl,1
MIDNIGHT,1
THREE_2,1
ns-fs-ROBERTS,1
fs-RANCH,1
LEMON,1
fs-MARGARINE,1
UP-AHEAD,1
SAVE,1
fs-TREAT,1
ns-nat-JAMAICA,1
DEAF-APPLAUSE,1
DELETE_3,1
PAY,1
REST,1
CREATE/PRETEND,1
BACK-OF-MIND,1
AUTOMATIC,1
ICLopening can,1
COLD_2,1
(1)TEMPERATURE-DROP,1
WASHING-MACHINE,1
DCLsmall box,1
SAD,1
5ok (giving in),1
WAIT-A-MINUTE,1
PUNISH,1
DISMISS,1
FINGERSPELL,1
DOUBT-1p,1
MYSTERY,1
ns-fs-BUSTUN,1
SCL:5deflated tire,1
ns-fs-SILBER,1
CRACK,1
DOOR,1
QUIT,1
B-L:I don't know,1
OK-1p,1
INFORM-2p,1
POSTPONE,1
OPEN,1
ns-fs-JOHN:i,1
SAME-TIME,1
TIME-FOUR,1
(V/2)COME:j,1
PCL:V/2people walking,1
fs-CAKES,1
TOGETHER/GO-STEADY:j,1
1p-TELL-2p,1
POSTER,1
(Y)COUNTRY,1
DEPART:k,1
ns-fs-BEN,1
ns-fs-MAINE,1
DRIVE:i,1
ANNOUNCE,1
SCL:V/2two people coming,1
alt.FANCY,1
SCL:3big car,1
MAN_2,1
SEPT,1
ns-fs-GEORGE-CLOONEY,1
5-C-LI don't know,1
BOAT_2,1
SAVE-MONEY,1
TWO-HUNDRED,1
OPTION,1
COCHLEAR-IMPLANT,1
FOURTH-IN-LIST,1
CUED-SPEECH,1
FIFTH-IN-LIST,1
TRACK-PINKY,1
fs-INTIMIDATING,1
POWERFUL,1
NEXT-TOPIC,1
PROVE,1
SCLmentor coming in,1
STUDY:i,1
STUDY:j,1
GROUP:i,1
GROUP:j,1
fs-JOURNEY,1
NEXT-GROUP,1
(5)RANGE,1
FAULT,1
LIST-ORDER-MIDDLE,1
ACCIDENT,1
SCL:1'HIT' group,1
ONE-WEEK,1
alt.ASK_2:i,1
fs-DIAGNOSIS,1
fs-TERMINAL,1
INCLUDE/INVOLVE:j,1
SCL:1deaf person meeting family,1
(rd)ENOUGH,1
SHOW:j,1
B-Lfocus,1
fs-IDENTIFIED,1
fs-CHILD,1
ns-D,1
GROUP,1
PROCEED_2,1
(nd-3)SECOND-IN-LIST,1
VISIT,1
SCL:1mentor meeting a deaf child,1
SCL:1mentor,1
SCL:1a deaf child meeting deaf mentor,1
SCL:1mentored person,1
PCL:4large group in circle,1
SIXTY,1
BACK-TO-TOPIC,1
fs-INVOLVEMENT,1
fs-RESOURCES,1
REMIND,1
(R)REFER,1
(nd-W)LIST-ORDER-RING,1
(nd-4)LIST-ORDER-PINKY,1
LIST-ORDER-THUMB,1
BUOY_7,1
SUBLIMINAL-INFLUENCE,1
crvd-Byou see,1
WORD-pl,1
fs-WERE,1
DRUGS,1
BEHAVIOR,1
INTERRUPT:j,1
INTERRUPT:k,1
SCL:1doctor approaches parent,1
SCL:V/2doctor and nurse approach parent,1
SCL:1parent approached by doctor,1
SCL:1parent approached by doctor and nurse,1
fs-CRASHED,1
ONE_2,1
PCL:5coming in,1
VIDEOTAPE_2,1
INFORM:j,1
alt.DISAPPOINT,1
SCL:1mentor supporting family,1
EMOTION_2,1
fs-COG,1
Lyou see,1
SCL:1parent meeting mentor,1
LIST-NAMES,1
5-C-Lyou know,1
