#,utterance_id,frame,manual_signs,non_manual_signs
1078832,18436683,785,fs-ORIENTATION,eye aperture:further squinted;eye brows:further raised-furrowed;head pos: tilt side:slightly right;wh question:whq
1078832,18436683,786,fs-ORIENTATION,eye aperture:further squinted;eye brows:further raised-furrowed;head pos: tilt side:slightly right;wh question:whq
1078832,18436683,787,fs-ORIENTATION,eye aperture:further squinted;eye brows:further raised-furrowed;head pos: tilt side:slightly right;wh question:whq
1078832,18436683,788,,eye aperture:further squinted;eye brows:further raised-furrowed;head pos: tilt side:slightly right;wh question:whq
1078832,18436683,789,,eye aperture:further squinted;eye brows:further raised-furrowed;head pos: tilt side:slightly right;wh question:whq
1078832,18436683,790,,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,791,,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,792,CURRENT-TOPIC,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,793,CURRENT-TOPIC,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,794,CURRENT-TOPIC,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,795,CURRENT-TOPIC,eye aperture:further squinted;eye brows:further raised-furrowed;wh question:whq
1078832,18436683,796,CURRENT-TOPIC,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;wh question:whq
1078832,18436683,797,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;wh question:whq
1078832,18436683,798,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;wh question:whq
1078832,18436683,799,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;wh question:whq
1078832,18436683,800,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;wh question:whq
1078832,18436683,801,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:down/right;eye gaze:into space;wh question:whq
1078832,18436683,802,,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,803,SET-UP,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,804,SET-UP,eye aperture:further squinted;eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,805,SET-UP,eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,806,SET-UP,eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,807,SET-UP,eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,808,SET-UP,eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,809,SET-UP,eye brows:further raised-furrowed;eye gaze:into space;wh question:whq
1078832,18436683,810,SET-UP,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,811,SET-UP,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,812,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,813,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,814,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,815,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,816,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,817,FROM,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,818,FROM,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,819,FROM,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,820,FROM,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,821,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,822,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,823,WHAT,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,824,WHAT,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,825,WHAT,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,826,WHAT,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,827,,eye brows:further raised-furrowed;wh question:whq
1078832,18436683,828,,eye brows:further raised-furrowed;wh question:whq
1078832,18455093,832,,eye aperture:further lowered
1078832,18455093,833,BELOW_2,eye aperture:further lowered
1078832,18455093,834,BELOW_2,eye aperture:further lowered
1078832,18455093,835,BELOW_2,eye aperture:further lowered
1078832,18455093,836,BELOW_2,eye aperture:further lowered
1078832,18455093,837,BELOW_2,eye aperture:further lowered
1078832,18455093,838,BELOW_2,eye aperture:further lowered
1078832,18455093,839,BELOW_2,eye aperture:further lowered
1078832,18455093,840,BELOW_2,eye aperture:further lowered
1078832,18455093,841,BELOW_2,eye aperture:further lowered
1078832,18455093,842,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,843,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,844,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,845,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,846,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,847,ON,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,848,ON,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,849,ON,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,850,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,851,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,852,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,853,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,854,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,855,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,856,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,857,,eye aperture:further lowered;head pos: tilt side:right
1078832,18455093,858,,head pos: tilt side:right
1078832,18455093,859,IDEA,head pos: tilt side:right
1078832,18455093,860,IDEA,head pos: tilt side:right
1078832,18455093,861,IDEA,head pos: tilt side:right
1078832,18455093,862,IDEA,head pos: tilt side:right
1078832,18455093,863,,eye aperture:blink;head pos: tilt side:right
1078832,18455093,864,,eye aperture:blink;head pos: tilt side:right
1078832,18455093,865,,head pos: tilt side:right
1078832,18455093,866,,head pos: tilt side:right
1078832,18455093,867,,head pos: tilt side:right
1078832,18455093,868,,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,869,,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,870,HOW,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,871,HOW,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,872,HOW,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,873,HOW,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,874,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,875,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,876,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,877,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,878,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,879,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,880,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,881,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,882,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,883,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,884,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,885,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,886,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,887,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,888,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,889,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,890,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,891,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,892,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,893,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,894,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,895,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,896,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,897,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,898,fs-HUMAN,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,899,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,900,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,901,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,902,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,903,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,904,,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,905,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,906,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,907,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,908,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,909,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,910,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,911,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,912,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,913,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,914,LANGUAGE,body lean:back;eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,915,LANGUAGE,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,916,LANGUAGE,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,917,,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,918,,eye aperture:slightly lowered;head pos: tilt side:right
1078832,18455093,919,,eye aperture:slightly lowered
1078832,18455093,920,,eye aperture:slightly lowered
1078832,18455093,926,EXPRESS,
1078832,18455093,927,EXPRESS,
1078832,18455093,928,EXPRESS,
1078832,18455093,929,EXPRESS,
1078832,18455093,930,EXPRESS,
1078832,18455093,931,EXPRESS,
1078832,18455093,932,EXPRESS,
1078832,18455093,933,EXPRESS,
1078832,18455093,934,EXPRESS,
1078832,18455093,935,EXPRESS,
1078832,18455093,936,EXPRESS,
1078832,18455093,937,EXPRESS,
1078832,18455093,947,,eye gaze:down
1078832,18455093,948,,eye gaze:down
1078832,18462814,950,,eye aperture:slightly lowered;eye gaze:down
1078832,18462814,951,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;topic/focus:focus
1078832,18462814,952,EXPRESS,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,953,EXPRESS,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,954,EXPRESS,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,955,EXPRESS,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,956,EXPRESS,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,957,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,958,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,959,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,960,THROUGH_2,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,961,THROUGH_2,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,962,THROUGH_2,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,963,THROUGH_2,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,964,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,965,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,966,,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,967,TALKwg,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,968,TALKwg,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,969,TALKwg,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,970,TALKwg,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,971,TALKwg,eye aperture:slightly lowered;eye brows:slightly raised;eye gaze:down;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,972,TALKwg,head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,973,TALKwg,eye gaze:left;head pos: tilt side:slightly right;topic/focus:focus
1078832,18462814,974,,eye gaze:left;head pos: tilt side:slightly right
1078832,18462814,975,,eye gaze:left;head pos: tilt side:slightly right
1078832,18462814,976,,eye gaze:left;head pos: tilt side:slightly right
1078832,18462814,977,,eye gaze:left;head pos: turn:slightly left
1078832,18462814,978,,eye gaze:left;head pos: turn:slightly left
1078832,18462814,979,MINOR,eye gaze:left;head pos: turn:slightly left
1078832,18462814,980,MINOR,head pos: turn:slightly left
1078832,18462814,981,MINOR,head pos: turn:slightly left
1078832,18462814,982,MINOR,head pos: turn:slightly left
1078832,18462814,983,MINOR,head pos: turn:slightly left
1078832,18462814,984,MINOR,head pos: turn:slightly left
1078832,18462814,985,MINOR,head pos: turn:slightly left
1078832,18462814,986,MINOR,head pos: turn:slightly left
1078832,18462814,987,MINOR,head pos: turn:slightly left
1078832,18462814,988,MINOR,head pos: turn:slightly left
1078832,18462814,989,MINOR,head pos: turn:slightly left
1078832,18462814,990,MINOR,head pos: turn:slightly left
1078832,18462814,991,MINOR,head pos: turn:slightly left
1078832,18462814,992,MINOR,head pos: turn:slightly left
1078832,18462814,993,,body lean:slightly forward;eye brows:raised;topic/focus:focus
1078832,18462814,994,,body lean:slightly forward;eye brows:raised;eye gaze:other;topic/focus:focus
1078832,18462814,995,,body lean:slightly forward;eye brows:raised;eye gaze:other;topic/focus:focus
1078832,18462814,996,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;topic/focus:focus
1078832,18462814,997,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,998,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,999,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1000,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1001,EXPRESS,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1002,EXPRESS,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1003,EXPRESS,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1004,EXPRESS,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1005,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1006,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1007,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1008,,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1009,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1010,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1011,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1012,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1013,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye brows:raised;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1014,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1015,SIGN,body lean:slightly forward;eye aperture:slightly lowered;eye gaze:to addressee;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1016,SIGN,body lean:slightly forward;eye aperture:slightly lowered;head pos: turn:slightly right;topic/focus:focus
1078832,18462814,1017,SIGN,body lean:slightly forward;topic/focus:focus
1078832,18462814,1023,CURRENT-TOPIC,
1078832,18462814,1024,CURRENT-TOPIC,
1078832,18462814,1025,CURRENT-TOPIC,
1078832,18462814,1027,ROAD,
1078832,18462814,1028,ROAD,
1078832,18462814,1029,ROAD,
1078832,18462814,1030,ROAD,
1078832,18462814,1031,ROAD,
1078832,18462814,1032,ROAD,
1078832,18462814,1033,ROAD,
1078832,18462814,1034,ROAD,
1078832,18462814,1035,ROAD,
1078832,18462814,1036,ROAD,
1078832,18609233,1044,UNDERSTAND,conditional/when:when
1078832,18609233,1045,UNDERSTAND,conditional/when:when
1078832,18609233,1046,UNDERSTAND,conditional/when:when
1078832,18609233,1047,UNDERSTAND,conditional/when:when
1078832,18609233,1048,UNDERSTAND,conditional/when:when;eye brows:raised
1078832,18609233,1049,UNDERSTAND,conditional/when:when;eye brows:raised
1078832,18609233,1050,UNDERSTAND,conditional/when:when;eye brows:raised
1078832,18609233,1051,UNDERSTAND,conditional/when:when;eye brows:raised
1078832,18609233,1052,UNDERSTAND,conditional/when:when;eye brows:raised
1078832,18609233,1053,,conditional/when:when;eye brows:raised
1078832,18609233,1054,,conditional/when:when;eye brows:raised
1078832,18609233,1055,,conditional/when:when;eye brows:raised
1078832,18609233,1056,,conditional/when:when;eye brows:raised
1078832,18609233,1057,,conditional/when:when;eye brows:raised
1078832,18609233,1058,,conditional/when:when;eye brows:raised
1078832,18609233,1059,,conditional/when:when;eye brows:raised
1078832,18609233,1060,,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1061,IX-3p:i,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1062,,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1063,,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1064,,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1065,,conditional/when:when;eye brows:raised;head pos: turn:left
1078832,18609233,1066,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1067,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1068,TALKwg,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1069,TALKwg,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1070,TALKwg,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1071,TALKwg,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1072,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1073,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1074,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1075,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1076,,conditional/when:when;eye aperture:wide;eye brows:raised;head pos: turn:left
1078832,18609233,1077,MINOR,eye aperture:wide;head pos: turn:left
1078832,18609233,1078,MINOR,head pos: turn:left
1078832,18609233,1079,MINOR,head pos: turn:left
1078832,18609233,1080,MINOR,
1078832,18609233,1084,,head mvmt: nod:slight rapid head nod
1078832,18609233,1085,,head mvmt: nod:slight rapid head nod
1078832,18609233,1086,,head mvmt: nod:slight rapid head nod
1078832,18609233,1087,,head mvmt: nod:slight rapid head nod
1078832,18609233,1088,HAVE,head mvmt: nod:slight rapid head nod
1078832,18609233,1089,HAVE,head mvmt: nod:slight rapid head nod
1078832,18609233,1090,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1091,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1092,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1093,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1094,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1095,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1096,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1097,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1098,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1099,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1100,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1101,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1102,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1103,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1104,ADD-TO,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1105,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1106,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1107,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1108,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1109,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1110,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1111,USE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1112,USE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1113,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1114,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1115,,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1116,GESTURE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1117,GESTURE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1118,GESTURE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1119,GESTURE,eye aperture:squint;eye brows:lowered;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1120,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1121,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1122,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1123,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1124,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1125,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1126,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1127,GESTURE,eye aperture:squint;head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1128,GESTURE,head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1129,,head mvmt: nod:slight rapid head nod;head pos: turn:right
1078832,18609233,1130,,head pos: turn:right
1078832,18609233,1131,,head pos: turn:right
1078832,18609233,1132,,head pos: turn:right
1078832,18609233,1133,,head pos: turn:right
1078832,18609233,1134,SAME,head pos: turn:right
1078832,18609233,1135,SAME,head pos: turn:right
1078832,18609233,1136,SAME,head pos: turn:right
1078832,18609233,1137,SAME,head pos: turn:right
1078832,18609233,1138,SAME,head pos: turn:right
1078832,18609233,1139,SAME,head pos: turn:right
1078832,18609233,1140,SAME,head pos: turn:right
1078832,18609233,1141,SAME,head pos: turn:right
1078832,18609233,1148,ALSO,eye brows:raised;topic/focus:focus
1078832,18609233,1149,ALSO,eye brows:raised;topic/focus:focus
1078832,18609233,1150,ALSO,eye brows:raised;topic/focus:focus
